id,caption
57150,Little girl holding up a big stuffed animal with other children in background.
363666,a couple of people sitting around a table 
507235,well cooked food in a big bowl on a table
169996,Men on bikes riding alongside a car on the street
226417,Many people are driving motorcycles through an intersection.
481573,Boy standing on a skate board as seen from under the board.
56127,Fish eye angle view of small kitchen with fire extinguisher at far end.
123480,A man taking a selfie while brushing his teeth and looking in the mirror 
274687,A bicycle is standing next to a bed in a room.
164637,A picture of pink bathroom sink and a mirror.
178028,A bathroom vanity sink with a large mirror and hairdryer on the wall.
493286,an old car in front of an old air plane
348216,Your guess is as good as mine as to what these objects are.
345027,A scooter and tiny truck at a beach dry dock.
571804,Ten porcelain pieces with floral patterns painted on them.
140658,A brick building with a tall clock tower beside it.
102644,A white toilet sitting in a bathroom next to a shower.
581615,A picture of a white toilet in the rest room. 
279887,A group of motorcycles are on display at a museum.
230008,a traffic motorcycle cop waits to give a ticket
284698,The image of a man holding a camera is in this motorcycle side mirror. 
102356,Woman on a motorcycle with a sidecar in front of scenic backdrop in a showroom.
456394,"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES"
323709,Large commercial cargo plane sits on tarmac next to radar equipment.
452122,An airplane flying in the air during the day.
579158,a red and blue plan on the runway getting ready to get passengers 
525322,two stunt airplanes touching their wings as the fly
33114,A few meters are sitting near an Air plane. 
8690,The two young girls are petting the two goats.
381639,A little girl walking along a row of orange cones.
217614,A giraffe is walking in some tall grass
284445,A group of people crossing a street next to a bend traffic light.
468124,A double-decker bus is parked in a large field.
187144, A white bus parked at a stop next to a crowd.
273198,A man opening a fire hydrant spewing out rusty water into a street.
95843,A double decker bus is shown that is not in service.
417779,A grey and orange fire hydrant next to a street.
447342,Two buses in city with other cars and trees. 
166563,A large statue of an elephant is attached to a business sign.
490125,White birds are gathered around a water puddle.
561009,A bird perched on top of a tree branch.
183675,A man is riding a horse in an open field.
290248,A crowd of people standing in the middle of a street.
532058,A boy sipping a milk bottle while lying on a bed.
214200,"A red stop sign that reads "" Eating Animals "" below it."
578093,a white yellow and blue train at an empty train station
369751,Parking meters and signage are on the side of the street
429011,Model of two cars with a man near a blue phonebooth.
301061,A person is moving green hay towards an elephant that is inside the back of a white truck.
105264,A group of young men standing on top of a sandy beach.
267434,A herd of cows are standing in a green field.
370711,A man's reflection taking a picture through a shop window.
25393,a couple of men in ties are outside
471087,a man that has a shirt and a tie
106757,A actress standing near an elephant on a sunny day. 
183648,A woman pats an elephant as a couple men watch.
358525,A child in a hat playing on a laptop computer
49269,A horse in a pasture of tall grass observing an energetic dog.
79144,Bear cubs play among the fallen tree limbs.
519688,A woman wearing a blue coat holds a furry animal in her arms
431727,A pair of bears climb up in a tree.
130699,"Several men are playing sports on a field near some trees, wall, bus, and several buildings in the background."
215245,A group of zebra's playing and grazing in a field.
91921,A zebra standing next to a  zebra laying on the ground.
218424,A group of zebra standing next to each other.
473974,A group of zebra standing in the tall grass.
405249,a child blows out the candles on a birthday cake.
235784,A women who is walking in the snow on skis.
521540,A banana is on a plate with cookies and peanut butter.
537506,A person is holding two apples on a plate at sum sort of celebration.
119445,A batter misses a baseball while a empire tries to catch it .
507015,a group of young people playing baseball in a field
173830,A skier in a squat position on skies skiing downhill.
356498,Some kind of a pancake that has broccoli and sauce on it.
435081,a collection of various food pictures mostly of desert type items
18575,"A burger sitting on a table, with another next to it."
373315,A man riding a skateboard up the side of a cement ramp.
227765,The meal is being prepared in the big pot. 
13546,A young man riding a skateboard on a stone wall.
67310,A male skater jumps in the air at a skate park.
125936,People in a grocery story that sells fruit and drinks.
389109,Pizza on a table at an outdoor restaurant at night
322211,"A box full of matching, ridged donuts with glaze."
184384,A bluebery cake is on a plate and is topped with butter.
426329,some frosted cakes with little decorations on top in a display case for sale
128476,a bunch of heart shaped cakes are on display
414034,A kid sitting on a bed with a remote.
450488,Small bedroom with a bed and dresser with a small monitor on top of it. 
99182,A man looking through a book on top of a table.
51738,A bed in a hotel is carrying sheets and pillows as it sit next to a lamp.
99039,Plates  of food and glasses of wine sitting on a table
75456,A pizza with Canadian bacon and pineapple in a fluted pan.
134882,A cat laying on a bed in front of a book shelf.
442323,A hotel has a small tv on the dresser.
232489,A paper plate that has two pieces of pizza on it.
351823,A man holding a tennis racquet on a tennis court.
65736,A woman in black shirt and skirt playing a game of tennis.
1000,The people are posing for a group photo.
379842,A Nintendo Wii game controller sitting on top of instruction manuals.
13923,a room that has some furniture and a table in it
559543,A little girl in a pink shirt holding a game controller.
185890,Two barefoot women holding game controllers in each hand.
357978,The blonde woman in the red checked shirt is learning to use Wii Fit.
129492,Two small children holding remote controls while sitting on a floor.
261097,a man plays tennis in front of a large audience
410510,A boy playing tennis on a blue and green tennis court. 
39951,A young boy taking a swing at a tennis ball
306700,Woman showing off very large home made pizza.
146457,two children being entertained by preparing pizza at home.
214224,"a home bar with different drink ingredients under a large decorative sign saying, ""PUB""."
332845,The man is sitting next to his bed on the laptop. 
255483,Man looking over paperwork while holding pen on desk.
222455,A filtered image of a microwave available to use in a store. 
187271,An old fashioned refrigerator sitting in front of wooden cabinets.
462629,A number of vintage refrigerators and freezers sitting outdoors.
544565,A with plate with a chocolate pastry and whip cream. 
369771,Arrows show what to do with the bowls of food.
35963,A statue with two stuffed animals on top of it sitting in a patch of dirt.
289516,A clock sits above green bushes under a blue sky.
334309,A man takes a picture of himself eating food.
452084,"A lunch bowl with bread, sausage, tomato, and egg. "
301718,A table topped with a plate of food next to eating utensils.
429598,An interesting kitchen renovation with brick and wood
165257,A large black counter top sitting next to a sink.
93437,A shot of an elderly man inside a kitchen.
413552,A baby sitting on a females lap staring into the camera.
62025,An image of a hotel bathroom that is ugly.
17379,a flat screen TV embedded in a restroom mirror.
176778,A cat standing next to a white toilet near a bath tub.
104572,a bath room with sinks and mirrors 
90108,A white bathroom sink sitting under a bathroom window.
157124,Various sink cabinets lined up in a warehouse
89556,A couple of silver cars parked around a fire hydrant.
266206,Partially open door leading to a kitchen from a hallway.
86220,A car and a public transit vehicle on a road.
508602,Bird standing on car roof near covered pavilion.
10363,A gray cat standing on top of a black car.
17178,Horses communing with each other on a shady street.
507975,Some very pretty horses with riders in the grass.
314177,a person taking a photo in a bath room mirror
313182,A purple and white bus driving down a street.
538364,A policeman on a motorcycle at night watching pedestrians cross a street
149406,An old motorcycle rests near a rundown building. 
180383,"The television, in a plastic cow, is on."
402433,A pizza sitting on top of a pan in the oven.
449996,Two planes in runway and another plane in the sky.
168619,A road traveling along a field under a cloudy sky.
209613,Three look alike dogs are herding sheep into a pile.
103548,A herd of animals traveling down a country road surrounded by a lush green landscape.
469652,a close up of a giraffes head with a wooden wall in the background
15338,A yellow bus is on a street near a black guard rail.
512564,Various vehicles are driving down a city street. 
336658,"A photograph of an outside with numerous things in the scene.
"
568439,A couple of double high buses that are in the street.
372317,A vintage red tour bus parked on the side of the street.
476704,A bus on the street next to the lamp post.  
260266,The traffic signal is at the intersection near a large building.
106048,A white bus driving past a tall building.
177893,a red and white passenger bus with a 'final destination 5' billboard on the side of it
479099,A tree standing in the middle of a grass circle.
269196,A bunch of sheep in the snow behind a barbed wire fence.
315450,Two large buses traveling down a busy city street.
171050,A brown and gold fire hydrant in front of a brick building.
243867,a bus and a car on a city street
263594,A bird walking past a white car in a lot
147725,a public transit bus on a city street 
88432,Some street signs near a road with a truck.
272364,a few giraffes that are reaching to eat
138979,A large white bus sitting in front of a tall building.
519491,A tall clock tower with a statue on top.
100283,A stop sign on the corner in front of a row of stores.
563653,A street going trough the center of a small town.
345361,Four children at an outdoor party wearing festive hats.
113051,A boat traveling into a water filled tunnel.
286708,a black and white cat wearing a little purple hat
475732,A yellow cat is wearing a blue plastic baseball hat.
108244,A black cat with a hat on the ground.
121153,A white road sign suspended over a highway.
23230,A family of swans swimming on top of a lake.
73702,A man with an umbrella hat stands next to another man.
86483,There is a sign in front of a brick house.
521141,A shot of a road in a city with a no peddling sign.
61268,A train going down the track near a city
393093,A silver and green train crossing over the tracks
493566,"An orange and green train reads ""BNSF"" on the side."
191471,The stop sign is visible for everyone to see.
11122,A red stop sign behind a chain link fence.
198510,A person holds a bag while walking on train tracks.
126592,A red stop sign sitting under a couple of street signs.
416269, a passenger train sitting on a track next to a building 
133567,A person looking at a train going by.
521052,A decorated truck is parked at a curb near a building.
332318,Cows lounge in a field with a mountain backdrop.
186296,Grey cat laying on a green floor near a sandel.
415990,A bunch of cows that are standing in the grass.
187236,Couple of cats sleeping on opposite ends of the couch
271728,A fat orange cat on a couch beside a TV remote
460147,A city street filled with lots of traffic and lined with buildings.
200667,A cow that is leaning under a metal wall.
77595,A cat sleeping on a bed next to a laptop computer.
278463,A laptop and planner sitting on a cluttered desk.
190140,A man driving a small boat with a dog sitting on it's front end.
476810,a cat is on a table next to a remote
540280,Photography equipment and a light sitting in a room.
126216,Three elephants in a grassy area with trees around.
32901,four men are posing for a picture at an event
407960,A cat is observing the dishwasher in the kitchen. 
84270,A crowded airport filled with people carrying luggage.
267191,Two people are riding elephants beside some trees.
422836,A man walking down the street carrying a suitcase.
493613,A pair of shoes flips over a skateboard on a road. 
217948,Three brown bears looking out a cage at the ground below.
317024,A zebra is next to fences standing on white ground.
463522,A horse pulling  carriage travels through a busy area in a city
213547,A woman holding a small cake with lit candles.
456015,People are riding horses down a beach next to the water.
547886,Four people on horses walking on beach next to water.
124975,Two zebras standing side by side in a field. 
378453,A herd of zebras standing on a sandy platform near a small body of water.
69356,A woman standing in front of a fruit stand.
162415,A girl smiles while holding a baseball glove.
274708,Several people in skis standing on a snow covered incline.
377113,A person on some skis in the water.
79651,a close up of two bananas with bottles in the background
104669,A white plate served on a multi colored table cloth
439994,A group of baseball players standing on top of a field.
430377,a lady that is on some skies on some snow
512776,a person standing next to a person getting ready to catch a ball
95155,Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.
184978,a man that is snowboarding down a snowy hill
199055,A person on skateboard skating on the pavement.
431848,A man is doing a trick on a sidewalk curb.
333772,The two cats are laying beside of the computer on the keyboard.
128699,A man that has a skateboard in the air.
121591,There is a man skateboard on the side of a wall.
176799,A couple of people skateboarding in a graffiti filled area.
424521,A shirtless man doing skateboarding tricks near a stream
254016,A row of doughnuts being passed through a fryer.
523807,A foot long hot dog sitting on top of a bun.
73946,A couple of men standing on either side of a surfboard.
230819,A wild rides the waves on his surfboard.
82715,A person that is surfing in the water.
85195,A white plate topped with an icing and sauce covered dessert.
435299,A cat leaning off of a bed looking at the floor
50828,Two twin beds with no comforters on them.
27696,A person is eating pizza with a knife and fork.
62808,A young man is taking a picture of a large pizza.
497344,A young boy sitting at a laptop computer.
361147,A tennis player shows controlled excitement while a crowd watches.
541123,four tennis players with rackets on a court
163611,A pizza sits on a plate with one piece taken out of it.
10707,A man standing in a living room holding a Nintendo Wii game controller.
409630,A computer keyboard sitting next to a mouse.
343706,A woman holding her cell phone tucked in a wool cover.
199395,a man is flying a kite at on the shore at the beach
514797,"At the seawall, the  gentlemen are holding up the kite "
486104,A baseball player holding a bat while standing on a field.
514586,A boy prepares to swing a baseball bat.
279774,A baseball player is getting ready to hit a ball.
474078,a baseball player bunting at a baseball on a field
872,A couple of baseball player standing on a field.
32038,A large cheese pizza being served to customers.
261732,a man with a racket hits a tennis ball 
12120,A couple of women playing a game of tennis on a tennis court.
346638,A bottle of beer sits next to the keyboard and mouse at the computer table.
306139,A group of people at a table working on small laptops.
534601,"A stuffed, white bear is on the bed with a person."
288391,The cell phone is gold and hooked up to a wall. 
564091,A woman is sitting at her jewelry display and talking on the phone.
531771,This is a nice black over and under washer and dryer set.
280930,there is a young girl putting food in to a oven
113867,The tower of the building has a clock displayed on it.
159282,A vase filled  with yellow flowers next to a window.
97585,A wall with different types of decorations of art pieces. 
349678,A large tower with a clock on it advertising transportation via train.
384136,A woman points a hair drier like it is a gun.
173057,A large clock tower in front of a building next to a fountain.
475572,"There are is a picture of a couple, a beany baby bear, and pot of grass on a mantle."
549136,A barbed wire fence has a teddy bear in it.
405691,"Glasses of wine, salad and french bread on a wooden table. "
228214,A Marine that is looking at his cell phone.
183709,Four people wait to cross the street at an intersection.
57672,The group paddles the boat down on the water.
138639,A group of men standing on the side of a street.
110884,A white sink sitting next to a toilet.
462614,A bathroom filled with fixtures and a shower.
283785,In a library children look on as costumed characters give a presentation
523175,A bowl that has soup and a spoon in it.
139099,A street scene with a person on a motorcycle.
467511,A biker chic in high heel boots is talking to a man at a gas pump.
59920,a bathroom with a both a toilet and bidet
291791,A green motorcycle parked on top of a green lawn.
343934,A blue motorcycle is parked in a corner covered in graffiti.
273551,Several motorcycles that are parked on the side of the street.
513580,A motorcycle driving by a red and white biplane.
213816,a close up of a public transit train with its doors open
194832,A television screen is displayed in an empty bus.
77396,These two cats are playing in a room that has a large TV and a laptop computer.
101787,An airplane flies high above in the sky with telephone lines in the picture as well. 
221754,There is very little traffic at this city intersection.
522751,A view of a stoplight by a street.
566436,A person sitting on a bench in a park.
503841,two traffic lights in front of a huge building 
274272,A large bus driving down a city street.
305343,Two cups sitting on top of a gray counter.
127092,A big building perched atop a hill with a sign in the foreground.
507797,Two buses parked next to each other in front of a building.
146498,A green street sign next to a dirt field by a playground.
315492,A girl is playing with a teddy bear in a bathroom.
482477,there is a bird that is sitting at the top of a branch
297396,Small pieces of cake have been arranged on a plate
369675,A passenger train is sitting at a station.
151857,a black and white photo of a train 
505638,A steam engine train traveling down train tracks.
475387,A train traveling down tracks near a train station.
70254,A green and yellow train traveling past a platform.
539143,A train traveling under a rusted bridge on top of tracks.
508917,A train in its full span gives the illusion of a neverending adventure.
448410,A train parked at a train stop next to another train.
316054,A train traveling through a rural country side covered in grass.
201148,A train traveling down tracks next to a  brick building.
231169,The black and white locomotive is on the train tracks.
511999,A group of people is standing outside of a tram.
488664,A long passenger train traveling over a rail bridge.
444879,A small train traveling down the  railroad tracks.
287874,A passenger train travels down the tracks at a stop.
297022,a man and his friends are standing outside next to a truck
407083,A small dog is looking out a car window.
212226,A person in a the reflection of a truck mirror.
394206,A group of people riding in the back of a truck.
220858,A rowboat with paddles and no passengers is on the beach.
244411,Black cows standing in the grass of a pasture.
289741,A giant cruise ship next to another giant cruise ship next to a long pier.
453166,A group of three soldiers standing next to each other.
6894,A man getting a kiss on the neck from an elephant's trunk
133631,"The old, adult elephant stands near a wire fence."
279927,A group of people standing next to each other near a ground of people on a green patch fo grass.
561335,Two row boats are laying upside down in the woods.
161032,A woman holding a red and white umbrella while standing in a cave.
415748,A man riding on the back of an elephant through a city street.
318908,A white dog sitting on red table next to metal object.
460927,A majestic bear looks out across a grass plain.
139883,The animal food tray and cage is empty.
437239,A group of people standing on a field playing disc golf.
348243,A chubby black pony in a pasture looking ahead.
382111,A man riding on the back of a brown horse.
317433,a couple of horses pull a contraption 
132408,"Two draft horses pulling plow, color, under cloudy skies with trees and other horses in background."
191288,A woman riding on the back of a brown horse over an obstacle.
260106,A man jumping a brown horse over an obstacle.
100510,an equestrian riding a horse jumping an obstacle 
441442,A professional rider is riding a horse outside
140270,A person is riding a horse around on grasses
553990,A young person ridding a horse jumps a gate in a competition.
97924,Three people are loading a horse into a horse trailer.
331799,A woman standing in front of a box handing a woman a bag of food.
326542,there is a male skier going down a hill
250766,Meat and a salad with knife and fork on a plate.
23781,An assortment of fruits and vegetable all set together
576566,A person on a skateboard does an air trick.
327306,"Skateboarder and his shadow, performing the same trick"
567825,The sandwich is decorated in a very unusual way.
485972,A chocolate dessert cake ready on a plate with a fork
378873,A lot of food that are in some baskets.
94944,People are standing on top of a snowy mountain.
151051,A man skiing down a snow covered slope.
93717,a collage of a skateboarders trick on his skateboard
394510,A small child on a skateboard photoshopped over a street image.
83531,A BBQ topped with lots of sausages sitting side by side.
18193,A woman in green sweater eating a hotdog by campfire.
160728,The man stands next to a child standing on a canoe with a paddle.
92177,Advertising photograph of a surf-themed birthday cake from a bakery
74200,Surf boards adorn the windows of a dessert shop. 
1425,A meal is lying on a plate on a table.
234779,A couple of plates topped with sloppy joes.
485130,A cake made to look like a wrestling ring.
43435,"Two surfers catching two different waves, one after the other."
403584,Two people standing on a beach next to the ocean.
40757,A young boy laying in bed with a pacifier in his mouth
35062,a sleeping child in a bed with a black and white cover
342128,A man is holding a tennis racket while posing.
35279,there is a tennis racket and a laptop on the floor
503755,a person on a tennis court in tennis wear 
24610,A disorderly living area is free from decorative elements.
320642,A woman holding a game controller as her friend watches.
322895,A living room that has a bunch of different couches.
104666,A living room with hard wood floors and a book shelf.
97337,A TV sitting in a living room on top of a TV stand.
235778,A little kid that is playing with stuff.
547144,"A laptop next to two computers, keyboards and some mouses."
541952,A large clock tower on top of a church building.
494759,Two people on a beach flying a kite in the air.
409542,A group of people walking past a tall clock.
427055,a big clock on a blue pole in a small downtown town
119995,a tennis player stretching to hit a tennis ball 
159112,A pizza covered with various toppings and some fruit wedges.
369323,A woman holding a tennis racquet on top of a tennis court.
127270,A woman holding a tennis racket in her hand
413247,A laptop and a computer mouse on a desk.
179653,A tall clock sitting next to a fence and a forest.
400922,A sign hanging of the side of a building on top of a clock.
300039,A person looking at their cell phone at another person taking a picture.
259597,A little kid pointing his camera at a stage where people are dressed up.
297084,A young woman licks her lips while eating breakfast.
168337,Two people outside of a stone building near a red fire hydrant.
419974,a man standing next to a kitchen counter preparing food.
226408,Child laying down with arms extended in the air.
173302,A restaurant with red stools next to a bar  and a blue table.
237928,"This kitchen has a black stove, stainless steel refrigerator and white cupboards."
54654,The woman is dipping food out of the pot to eat.
167898,"A kitchen with a toilet, sink and a bathtub."
152771,A bike in the middle of an empty parking lot next to trees
117914,A toilet and towel rack are in a bathroom.
309391,Many electronic wires pass over the road with few cars on it.
480944,A traffic light sitting on the side of a road.
568690,A small cat sits perched on the back of a toilet.
382122,A large church building with a massive clock tower.
234807,a number of horses in a field near a building 
554291,A small kitten standing in a  blue hat on top of a table.
60835,A dog in a a cage with a bed and bowl
213935,"A pile of oranges, apples and pears next to each other."
502599,A group of airplanes floating over the ocean.
425221,A plane is flying away from the airport
224119,A row of seats inside of an airplane.
417043,A bench sitting on the side of a road.
393282,Two giraffes standing around in the middle of a field.
78032,Benches on a paved deck overlooking a waterway
472030,A lush green forest filled with lots of trees.
537964,A red fire hydrant is sitting in the woods near fallen leaves.
542423,A woman sitting on top of a park bench in a field.
344909,A red and gold painted fire hydrant on the street
140556,these man are standing near a fire hydrant
277051,two little sparrows standing on a table by a knife
82696,A bird is walking right through a dining room.
189698,A picture of a road sign labeled bodacious drive.
407518,A brown bird perched on top of a metal fence.
310622,"Corner of Broadway, West 32nd Street, and Korea Way."
19109,Many small motorbikes are parked along the street. 
361571,A dog wearing a hat standing on some grass.
206994,Single train parked at a train station on a clear day.
523241,A busy street with several lanes and a crossing sign in the foreground.
67616,A restaurant with patrons in the outdoor eating area.
258793,A parking meter sitting next to a street with a very odd looking building next to it.
433774,A parking meter sitting next to a tall tree.
413395,A man sits on the couch with two cats on his lap.
469067,this is a person sleeping on a bed with a cat
559099,Several cows are seen grazing in a field.
311789,The black cat with white patches is sleeping on a computer keyboard.
201025,two huge elephant with tusks hidden among the trees
448256,Three men stand next to a car with its hood open.
549390,A woman in business attire riding a bicycle. 
401991,A white dog laying next to a cat on a bed.
201418,A young man standing in front of a luggage carousel at an airport.
385997,A living room filled with furniture and a large window.
545730,a herd of zebras crossing a shallow part of a river
364102,a woman throwing a frisbee in a green field.
13291,A group of people hold up Frisbees for the camera.
440336,a group of people throwing around a freez be
148783,Two zebra grazing on grass next to each other.
325306,A zebra that is bending it's neck backwards to reach it's tail.
488251,A man standing in front of a brown horse near a small building
229601,A baseball player who is running on a baseball field.
427160,A group of boys are running around playing little league.
437205,The young boy just finished eating the banana.
62554,Several plates of food are set on a table.
434204,A man riding on a skateboard on the sidewalk.
138954,A white plate on top of a table topped with fruits and vegetables.
289417,A boy standing on skis in the snow.
776,"Three teddy bears, each a different color, snuggling together."
470121,Two plates that have different types of food on it near a bottle.
309467,Two people cross country skiing on a snow covered hill.
473121,A person leaning hard into a turn on a downhill ski course.
327605,The woman wearing skis and a helmet is standing with skis and ski poles. 
451084,A child is doing a trick on a skateboard.
22479,The skateboarder wears headphones while jumping to grab his board.
243148,A woman is helping a child put on skis.
249786,a man jumping skis at a ski area
581062,A man rides his skateboard near a drain pipe system. 
185950,A man doing a trick on a skateboard over some steps.
44195,A woman with a snowboard with a man standing next to her on a ski slope.
499109,A plate of food that includes pickles and a sandwich.
478136,"A plate of assorted donuts, muffins, and danishes."
451150,Half a dozen donuts are sitting in a box.
148957,A box contains six donuts with varying types of glazes and toppings.
251119,"The lunchbox has a cold sandwich, strawberry yogurt and orange juice. "
107554,a surf board leaning on a wheel barrel 
449661,A room with many medical supplies in it. 
364126,A man in shorts surfing in the ocean
384651,A bedroom with a bed next to a  night stand with a lamp.
354307,A man badly beating laying unconscious near a nurse.
483531,Two single beds are pushed up against each other.
170191,Man dressed in leopard robe next to a bed.
201426,two young boys are enjoying pizza and pepsi
179487,A woman tennis player is about to return the ball. 
445999,A woman brushes her teeth with foamy toothpaste.
91500,The two teens are playing video games in the rec center.
405970,A large living room with a wall painted green
290771,"Comfortable, modern living room overlooking a wooded area"
426836,Someone flying a kite right above the trees.
557916,A little girl sitting at the end of a bed looking at a teddy bear.
99024,"There is a person in the picture by itself.
"
305309,A couple of young boys standing around a boy with a baseball bat.
311928,A young boy swinging a baseball bat towards a ball.
384949,A bridge spanning the width of a river.
196141,a baseball player swinging a baseball bat at a ball
136915,A man who is looking at a baseball bat.
533816,A couple of women standing on a tennis court around a man.
522889,Venus Williams is swinging at the tennis ball at the game.
548246,A group of people standing on top of a tennis court.
37988,a woman is throwing a tennis ball to serve
555009,A laptop computer sitting on top of a desk.
418961,Closeup of a decorative gold and grey clock.
325838,The woman is using a laptop that sits on a stack of other laptops.
527427,a female is talking on the phone and a laptop on a table
74256,Two women standing next to each other in a train station.
154644,Woman listening on her phone while smoking a cigarette.
17714,Food on a train with a pie and some vegetable
474039,A baby sitting in between to large stuffed animals.
153782,The building has a light pole with for lights in front of it.
21465,A dirty table has incense burners on it.
84664,"Plate of food with meats, potatoes, eggs, and fruit."
286908,Various dishes of food sit in bowls on a table.
381587,Several pictures of Asian style dishes and in the middle a person is eating.
461751,The man is riding his motorcycle while smoking a cigarette. 
308799,A doorway into a clean wood floored kitchen.
466986,A man is smiling for the camera while standing in a kitchen.
239627,A white kitchen sink filled with dishes and eating utensils.
229358,A man standing in front of a mirror in a room.
61471,Puppy chewing on toilet paper in the bathroom. 
170893,A dog is standing next to a toilet playing with tissue
465179,a close up of a person brushing her teeth in the bathroom
466085,A bathroom that has been gutted with the shower basin the only thing left.
567197,an old black and white photo of cars parked near a building 
498286,a vety cute furry dog posing near a big sign.
437392,A toilet that is decorated like a pink stuffed animal
153217,a black cat standing in front of a motorcycle
206487,A man riding a motorcycle with a woman on back of it.
565012,a digitally manipulated image of cars on a highway at night in the city
563603,A herd of giraffe standing next to each other next to a pond.
394611,Two tall giraffes graze on bushes in an open field.
211069,Two giraffe moving very quickly in the woods.
455085,The side of a bus parked on the side of a street.
282046,A bench sitting on the beach near the ocean.
542856,a public transportation bus with an advertisement on the side 
12062,A large white sheep standing next to other sheep.
360325,A herd of sheep standing next to each other on dirt ground.
427500,a yellow and brown fire hydrant on the side of the road
15517,Buses parked on a road outside a large bus station. 
375763,A very cute flock of sheep in a grassy field.
213605,A bus parked next to a white building with red trimming. 
270705,A large bird perched on top of a stick near a window.
544811,Two birds flying in the sky over a lake
436551,two black birds are swimming  in some water
389532,silohette of a man against  the whiteness of the sky surrounding him
39670,A train traveling through rural countryside lined with trees.
429718,A train with steam coming out is on the tracks.
563604,A sign outside of a closed road redirecting traffic
162366,A parking meter sitting in front of a brick building.
496722,A post office box is on the side of a busy street.
124636,A baby cow standing in a pen next to another cow.
551815,An orange cat laying on a white and brown cat in a bed.
78565,Sail boats sail over a body of water while people stand near the shoreline. 
116439,A woman riding in a boat down a river.
492992,Bird sits atop cattle on snow covered field.
107851,A group of people walking through a field under the sun.
274219,An older man with a bow tie happily poses for a picture.
105923,Elephant displayed in window of city building near roadway.
325031,a balloon elephant sits in the middle of a park area 
166664,A big elephant makes its way across the road with onlookers in the car.
166642,An elephant standing on top of a rocky hillside.
143961,A group of people standing and sitting on top of a field.
304545,A black suitcase with a handle and white background.
212573,A group of two people waiting to cross the street under an umbrella.
225670,a black dog in the air catching a frisbee
575357,A dog that is jumping in the air looking at a frisbee.
186422,a brown bear is walking away from a river
319369,Two women talk at a beach rental kiosk.
26941,A bunch of suitcases that are on a cart.
252716,A frisbee that is laying in the grass near a tree.
64868,A man smiles maniacly while putting a dog into an oven.
205324,the boy has on black sneakers and his trying to grab the frisbee
447313,Three zebras eating hay at the edge of a forest.
172977,A zebra chews a flower in a fenced in field.
560880,Two horses plowing the land as a man directs them
449406,A zebra standing on a dirty rocky field.
491613,A zebra standing by its reflection in a body of water.
48555,A group of people on horses racing together.
61584,a couple is sitting on a statue of a horse and some plants
244099,A person riding a horse in an empty area of dried grass.
460682,a horse that is laying down in a field
481159,A horse standing in a field by a fence.
28809,A picture of a bunch of bananas sitting on a table. 
50679,A close-up of an orange on the side of the road.
10764,A catches crouches on a patch of dirt.
537827,Two baseball players stand near the baseball field.
329827,A person on skis skiing down a mountain.
161820,A large bunch of ripening banana type fruit.
116362,A bowl filled with food on top of a wooden table.
500270,A woman in black shirt riding a skateboard.
308165,A man jumps as he skates on a pavement
125245,closeup of an aquarium full of water and fish
544444,A person skis down a snowy hill. 
378244,A person skiing down a slope next to snow covered trees.
90956,A man riding skis down a snow covered ski slope.
313562,A woman selling raw carrots at an outdoor market
258388,A teenager shoots flames at a friend balancing on a skateboard.
273711,"A table topped with plates, bowls and containers of food."
358195,A little girl wearing pajamas is riding on a skateboard.
3553,a person skating on some pieces of wood 
253819,A man that is jumping in the air with a skateboard.
278705,Two young men skate down an urban road.
187990,A boy is riding a skateboard on a ramp.
51938,A person on skis does a trick on a rail.
188296,A group of foot ball players standing on top of a football field.
45090,A couple of men in the water on surfboards.
396729,"A remote control, book and phone sitting on  a bed"
347174,A woman laying in bed  in her underwear.
341196,A man riding a wave on top of a surfboard.
439525,A man and a woman cutting up a small white cake.
329455,A very large pizza on a wooden table .
302990,A person with a surfboard in a room.
262587,A man riding a wave on top of a yellow surfboard.
117719,A man changes a light bulb in a darkened bar.
127476,A pizza that is sitting on a plastic tray.
499313,A deep dish and thick crusted pizza with toppings.
309678,A person is holding a tomato above a tray.
113720,A couple is sitting at a table eating pizza.
107339,A pretty young lady standing in front of a couch behind a wooden table.
468501,A group of women playing video games together
511760,A man and a child flying a kite. 
361730,A large group of people flying kites beside a body of water
427077,A man stands poised with a baseball bat.
203931,A baseball player at home plate preparing to swing.
555972,Two pink flowers in oddly shaped wood vase.
69795,A purple flower is in a watering can on the window sill.
577735,a small copper vase with some flowers in it
325527,a brown teddy bear sitting on a huge box
465718,A computer desk topped with two monitors and a laptop.
285349,Multiple colors of origami birds in a heat shaped vase.  
322163,A group of three chefs preparing food in a kitchen.
346968,Woman with glasses and a police uniform using a mobile phone.
229216,Two women sitting on ledge looking at a cellphone.
563882,an image of a person on their cellular phone
199681,A microwave with a stuffed animal inside reads 2:46. 
313130,a silver fridge sits in a room next to a microwave 
294163,A large white clock tower filled with light.
176232,A decorative flower vase with lavender in it.
407403,A painting of a white vase holding yellow tulips.
562843,a cell phone screwdriver a pair of scissors and a black thing on a desk
483999,A group of people at a dining table talking to each other.
58705,A man wearing a helmet while holding a banana next to a woman wearing a helmet.
216497,Some chairs sit at an island near an open door. 
323263,A group of people standing around a blue building.
506310,A room with an empty and open refrigerator and a shelf of bottles.
248334,a boat filled with people going down a river
